,uri,track,artist,mood,Calm,Energetic,Happy,Sad
1858,1ITJTMrS4cx8zdlI7DdSoo,Me & You ◑,HONNE,Sad,0.34283963,0.04043731,0.20380664,0.41291642
1859,1zoyteFQmeUUqyOl2Xznpy,Tamed-Dashed,ENHYPEN,Happy,0.016094714,0.27790335,0.6760636,0.029938277
1860,7s2kWabRM60W9I61HpKg8C,Solar Power,Lorde,Happy,0.15548325,0.06904534,0.7148961,0.060575314
1861,5cRKj1kynNFqiliT2ndZ3y,Akuma no Ko,Higuchi Ai,Energetic,0.1417469,0.43586653,0.16316998,0.25921655
1862,4K0YdYv8a6UC9fWi9hV5MH,Berawal Dari Tatap,Yura Yunit,Sad,0.2542802,0.0039817966,0.016814273,0.7249237
1863,6Na5uKk5SsqZimk0hAWo8y,Signs,Drake,Energetic,0.089131504,0.648249,0.14867795,0.11394158
1864,0gEnVDMhKKjF1qXuvBwq91,Siren,SUNMI,Energetic,0.017544871,0.5163478,0.4365467,0.029560544
1865,4AMmm2wpRMO5ZSmVglrcah,Aku Milikmu Malam Ini,Felix Irwa,Sad,0.265514,0.0019349536,0.009733285,0.7228178
1866,2vmSnQCL0JcpoCsalNjsAt,Bagaikan Langit,Potret,Happy,0.032409452,0.11599281,0.80822134,0.04337627
1867,3nsfB1vus2qaloUdcBZvDu,All Too Well (Taylor's Version),Taylor Swi,Energetic,0.06901053,0.45423543,0.10234389,0.3744101
1868,19W5OTEcQI3ZoRW1HERMyy,Cancer,My Chemica,Sad,0.40638784,0.09453355,0.072539024,0.42653957
1869,5YDRkvTAEhRjf3LbjA6GA2,Untuk Dikenang,Various Ar,Sad,0.1416193,0.01602308,0.021174775,0.82118285
1870,27rZYxE4l21wTaovX4WTnI,Television / So Far So Good,Rex Orange,Sad,0.14772221,0.049510702,0.058092944,0.7446742
1871,0DiDStADDVh3SvAsoJAFMk,Only Human,Jonas Brot,Happy,0.08729138,0.10972223,0.77069247,0.032293975
1872,1lOe9qE0vR9zwWQAOk6CoO,Ransom,Lil Tecca,Energetic,0.10219446,0.73326975,0.06906307,0.09547269
1873,0oXMw64TD8wYk1vSwNNKaO,Girl In The Mirror,Sophia Gra,Happy,0.025753321,0.08502646,0.87338823,0.015831888
1874,135Lf4Q0CzlMNfOxbEUsLH,GHOST TOWN,Benson Boo,Sad,0.15391348,0.06014064,0.024589395,0.76135653
1875,4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,Lil Peep,Energetic,0.10252355,0.50743854,0.2220728,0.16796507
1876,2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),Noah Cyrus,Sad,0.20761229,0.049806897,0.030852292,0.71172845
1877,2CvcVMkyBhXHD9d0QIpw4X,Chaos,Rich Brian,Energetic,0.17554328,0.5058514,0.18804413,0.13056117
1878,6fujklziTHa8uoM5OQSfIo,Black Beatles,Rae Sremmu,Energetic,0.13933885,0.4294972,0.23040251,0.20076133
1879,4cIPLtg1avt2Jm3ne9S1zy,Killer Queen - Remastered 2011,Queen,Happy,0.13707103,0.15039067,0.49349138,0.21904677
1880,6TpTSCn6IoqarfvZiQikne,Ruang Tunggu,Pusakata,Energetic,0.13234718,0.3737612,0.2538482,0.24004333
1881,2s0Dn2mtvp94wUkyaB8nJc,in my miNd,Maty Noyes,Happy,0.1469913,0.077386014,0.64536935,0.13025337
1882,3WJ3QlNrsxNRVthHyEE9RC,Waktunya Sendiri,Hanin Dhiy,Sad,0.21661311,0.009221828,0.021469096,0.7526959
1883,7eHsrympLfTWF1zClDNf0h,Love Will Stay,GAC (Gamal,Sad,0.26754594,0.09621832,0.05780602,0.5784297
1884,7FGIEAVXfegxngH9Jg6VwA,What A Shame,Leyla Blue,Calm,0.5388473,0.20510018,0.12558937,0.1304632
1885,4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,Queen,Calm,0.45916423,0.037822768,0.093709536,0.40930346
1886,2DmRXiyn03tOqKgEJXlaiJ,Oh my god,(G)I-DLE,Energetic,0.05131026,0.490272,0.4047446,0.05367323
1887,7F1CiKqrY44kh5cDqwHOnx,Love Is Gone - Acoustic,SLANDER,Sad,0.2529962,0.0026016354,0.011908293,0.73249376
1888,6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,Various Ar,Happy,0.03080416,0.30527222,0.64076066,0.023162957
1889,75OokMC3JzPnRNXcLTAKdr,Mendarah,Nadin Amiz,Sad,0.23381196,0.005668762,0.015173349,0.7453459
1890,0KdabnQtfZVBGqXX3eMEz3,Hadapi Berdua,Tiara Andi,Happy,0.2509351,0.064413376,0.4135386,0.27111292
1891,7ACU6Hb2lOWax6zPFgfFy3,Tanya,Dere,Sad,0.21481787,0.007086366,0.010968777,0.767127
1892,04CttTezSnv71USiiG9mIo,Lighthouse - Andrelli Remix,Hearts & C,Energetic,0.06466487,0.46537402,0.3916549,0.078306146
1893,42OdOz68Ti3lKXVNcHZtxb,Bismillah Cinta,Ungu,Sad,0.18825719,0.21159506,0.23695377,0.363194
1894,6eekwSXpB57v26oEzcAhcf,Janji Suci,Yovie & Nu,Sad,0.23079537,0.0037239823,0.009814003,0.75566655
1895,56ZYY1cCJmQvcNZhUKhUBP,MMM,TREASURE,Happy,0.06625972,0.30612496,0.59533924,0.032276053
1896,0mZI1NpihIVcho2f9MmqSW,Trivia 轉 : Seesaw,BTS,Happy,0.047232263,0.24609743,0.65957624,0.047094043
1897,1imyB3ufkQTtOnD2PYUSuu,Bernafas Tanpamu,Various Ar,Energetic,0.058476407,0.5247875,0.24136028,0.17537586
1898,2ctJxfMEz5NUS7OoG4RFPp,IT’S OKAY,TREASURE,Sad,0.16955431,0.2270069,0.21939118,0.38404757
1899,3y7ByLZ05tluscOTRgEJ9Y,Palette (feat. G-DRAGON),IU,Happy,0.30129665,0.19932197,0.34356576,0.15581563
1900,1h0yImRPIVAjhhHeNVlTuC,Youth (feat. Khalid),Shawn Mend,Sad,0.29228702,0.12637031,0.10199464,0.47934806
1901,1jIkXxZCa3PxZKivwYk0Yx,Bumi Dan Bulan,Hivi!,Sad,0.15164164,0.12541673,0.06748916,0.6554525
1902,7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,Energetic,0.23219222,0.36174282,0.09893095,0.30713403
1903,61RvEx7GLYRHQhG7ldjJo1,Intro: Serendipity,BTS,Sad,0.24399887,0.115803055,0.07609974,0.56409836
1904,0vrmHPfoBadXVr2n0m1aqZ,Heaven,Isyana Sar,Energetic,0.028395446,0.47103018,0.45605004,0.04452427
1905,00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),Post Malon,Happy,0.029964844,0.25879106,0.6858969,0.025347272
1906,2Ghu1DdMwxS3VAyB7i38Wo,That's okay,D.O.,Sad,0.35407683,0.016548261,0.12206951,0.50730544
1907,0ladq2Y2KLksoxqWUzpB1G,seperti takdir kita yang tulis,Nadin Amiz,Sad,0.21304913,0.004020774,0.00612707,0.776803
1908,1M6SuEJZJkZf2S419vIPkB,FEFE,6ix9ine,Calm,0.5384765,0.29191026,0.07460526,0.09500781
1909,3i9UVldZOE0aD0JnyfAZZ0,Lover (Remix) [feat. Shawn Mendes],Taylor Swi,Sad,0.11410517,0.13746199,0.15669289,0.59173995
1910,0bGLvHd0ApdT4t0shCfpzG,Side Effects,The Chains,Happy,0.05527244,0.34664738,0.5336793,0.06440092
1911,4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,Måneskin,Happy,0.023569463,0.095991604,0.86378646,0.01665242
1912,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,CHANYEOL,Sad,0.23821181,0.05172288,0.040662978,0.6694024
1913,1ahVFh0ViDZr8LvkEVlq3B,No Sleep (feat. Bonn),Martin Gar,Energetic,0.07687278,0.4375826,0.27278745,0.2127572
1914,0VXlqqfrXeG7Hbf8MtFsUD,I′m in the Mood for Dancing,YUJU,Energetic,0.061476458,0.5816243,0.21686868,0.14003046
1915,0M9ydKzuF3oZTfYYPfaGX1,Bad and Boujee (feat. Lil Uzi Vert),Migos,Energetic,0.1475612,0.7098786,0.06041721,0.082142875
1916,1I4lCSP69P74nU3a6Su5L2,Jiggle Jiggle,Duke & Jon,Calm,0.58524495,0.068366475,0.18130414,0.16508439
1917,26YNVqHuwAPeBVfDscTPds,Forever (약속),aespa,Sad,0.061666988,0.32729688,0.13972147,0.47131467
1918,3odrUVQ9tvRpkC9II2oWzx,"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goul,Sad,0.23536341,0.08312948,0.051754285,0.62975276
1919,2UVbBKQOdFAekPTRsnkzcf,Stir Fry,Migos,Energetic,0.052766576,0.69837594,0.21280251,0.036054958
1920,2jqT6xZN5JggOF1aVYGfWt,Teristimewa,Raisa,Sad,0.18975346,0.022930995,0.01574503,0.7715706
1921,2wSTnntOPRi7aQneobFtU4,Shirt,SZA,Happy,0.26766366,0.17974252,0.38334757,0.16924627
1922,2BHj31ufdEqVK5CkYDp9mA,Mayonaka no Door / Stay With Me,Miki Matsu,Happy,0.04032101,0.14013651,0.78578067,0.033761896
1923,5awNIWVrh2ISfvPd5IUZNh,PTT (Paint The Town),LOONA,Energetic,0.042341493,0.51279426,0.40604877,0.038815442
1924,3NkkcnnKrNHv4AiGaPdD76,Energetic,Wanna One,Happy,0.016744219,0.25861305,0.7068419,0.017800897
1925,69WpV0U7OMNFGyq8I63dcC,Given-Taken,ENHYPEN,Happy,0.10900045,0.3271482,0.39790758,0.16594373
1926,6Kb6xlyFLBANVMmraaqiCp,Say It,Flume,Energetic,0.14012153,0.44935483,0.23863715,0.17188644
1927,3qk4wRMDlaeagZGjSYbsOV,Sober,G-Eazy,Energetic,0.15061772,0.61002195,0.08280407,0.15655628
1928,6CcJMwBtXByIz4zQLzFkKc,i love you,Billie Eil,Sad,0.24736361,0.0024265088,0.0069132023,0.74329674
1929,2LVw2bIK99go1NdD77dUCW,Outro : Ego,BTS,Energetic,0.027880933,0.64797825,0.29930612,0.024834616
1930,6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),Kehlani,Energetic,0.16283916,0.39575744,0.12642117,0.31498212
1931,4d8QCee0JKfsBwZFAzfLy1,Wait,Maroon 5,Energetic,0.117532074,0.45445743,0.24893494,0.17907546
1932,0heeNYlwOGuUSe7TgUD27B,Question...?,Taylor Swi,Calm,0.32335916,0.3179118,0.05349371,0.30523527
1933,2x0WlnmfG39ZuDmstl9xfX,End Game,Taylor Swi,Energetic,0.07979042,0.6030825,0.109975636,0.20715141
1934,3SfbB0Y3saMIQnNctxMVhj,I Miss You,SOYOU,Sad,0.16718948,0.006127446,0.008282034,0.81840116
1935,2xxglnula2Ra6k2Idx2F5R,A Million Dreams (Reprise),Various Ar,Sad,0.29426774,0.00862126,0.019808523,0.67730254
1936,1rqb2FCXVn2HNL1afJEnTr,9 and Three Quarters (Run Away),TOMORROW X,Energetic,0.03493454,0.45906556,0.45847842,0.047521472
1937,6pCfc6xxUXYBWLMQhIWDmh,Kamulah Satu-Satunya,Dewa 19,Happy,0.036532916,0.22607155,0.6954665,0.04192896
1938,5sSTSvgSJd7oinbXq6nAze,Love & Let Go,Raisa,Sad,0.16922699,0.05246236,0.022396363,0.7559143
1939,17I8HJ0rI760NXwve92rpO,See Me,Rich Brian,Sad,0.37471074,0.052994393,0.042686764,0.5296082
1940,5d6Mjuu2uCGRPYpFjGpCX5,Sugar,Maroon 5,Happy,0.019592678,0.11504402,0.8519224,0.013440841
1941,7wC5eZcFS1Q1BsQ35DU6H4,come out and play,Billie Eil,Sad,0.35480678,0.010874906,0.008991931,0.62532645
1942,1oVEVmVaI590kt8bCZ90uU,Holiday Party,Weeekly,Energetic,0.06300091,0.5552582,0.33431223,0.047428686
1943,6jq6rcOikCZAmjliAgAmfT,Light,San Holo,Energetic,0.041573144,0.5348325,0.3285626,0.095031746
1944,4ROdFnoZNn2RTmwct0cVpx,Love Maze,BTS,Happy,0.015569354,0.25919756,0.7043993,0.02083384
1945,3CgTgHLI8qHAqLoZkz1BdQ,You Owe Me,The Chains,Sad,0.28201425,0.18452848,0.21165241,0.32180488
1946,1oz3gEoNWHAS3pjwThdSJb,Fake,Lauv,Energetic,0.11994253,0.39967564,0.38395873,0.09642312
1947,4d6CbSFdqoeRAWw4ThnNZI,MELEPAS LAJANG,Arvian Dwi,Sad,0.21384478,0.004466673,0.016076677,0.7656119
1948,0p3rzYD9XEIyBBx1QTwg4z,If You're Over Me,Years & Ye,Happy,0.03076789,0.3989734,0.5429566,0.027302079
1949,70sKIAQgaVN2zWEEyOpyMZ,All Night (BTS World Original Soundtrack) [Pt. 3],BTS,Happy,0.090003066,0.2672333,0.5742884,0.06847515
1950,6zOhgKfbMiQWToE6K13s2s,Everyday,Logic,Energetic,0.037458725,0.5082621,0.3837561,0.07052303
1951,53Y0kdCa1CZ9gRqEuknfwy,Bang My Head (feat. Sia & Fetty Wap),David Guet,Happy,0.0250912,0.4222406,0.5232825,0.02938556
1952,0TwCKusNQIqzjMJdfBf16s,Misfit,NCT,Happy,0.02366233,0.3386914,0.62168574,0.015960457
1953,3jg1u32Pn1c2M5r6SAQBCC,Apple,GFRIEND,Energetic,0.023401545,0.84456897,0.10397419,0.028055169
1954,3dPqT7eqD97dsN6kFUixk0,Dewi,Alexa,Sad,0.14582641,0.0051563988,0.014633542,0.8343836
1955,4Eefey3uN90Abhbr47zKmC,WINTER FLOWER(Feat.RM),Younha,Energetic,0.050747454,0.6977747,0.16509366,0.08638413
1956,5wxurz8J6YlyQRNnGN8zXS,Nervous,Shawn Mend,Happy,0.06936068,0.18786183,0.70399153,0.03878587
1957,65aiZeH9Uld7iFC4w24tiR,Be There For You,NCT DREAM,Sad,0.12587896,0.01599567,0.027363554,0.83076185
1958,6zJRgVg9A2EzkZRRzLx3eB,Where the sea sleeps,DAY6 (Even,Sad,0.14492328,0.2176678,0.210222,0.4271869
1959,6L88EH68XwlaXwvChlTS41,Epiphany,BTS,Sad,0.14373194,0.23670575,0.1989528,0.42060944
1960,3Ueq2zboxwAbsvHrOjdEqz,MIA (feat. Drake),Bad Bunny,Energetic,0.15732183,0.56296873,0.12386017,0.15584925
1961,6JyuJFedEvPmdWQW0PkbGJ,Purple Lamborghini (with Rick Ross),Skrillex,Energetic,0.019594962,0.7883876,0.1328598,0.059157718
1962,3GYxLBhbX1bJH0zoC8zXa7,Aku Wanita (with Dipha Barus),Bunga Citr,Happy,0.08489052,0.05320775,0.7428837,0.11901805
1963,57p8CBvPOxrvyCbn6ttl5r,Would You Ever,Skrillex,Energetic,0.021187577,0.85758746,0.06735426,0.0538707
1964,6KgBpzTuTRPebChN0VTyzV,Good as Hell,Lizzo,Happy,0.0641291,0.43100467,0.43263716,0.072229125
1965,53YZi9zgTnF0Py0K6ejyWz,Power,EXO,Happy,0.01283686,0.28382456,0.6886382,0.014700292
1966,1Fhb9iJPufNMZSwupsXiRe,beside you,keshi,Happy,0.09264202,0.07856302,0.7288836,0.09991126
1967,2C1Bhc9B8VoatLK71jcqpU,Help Me Out (with Julia Michaels),Maroon 5,Calm,0.34509623,0.113272704,0.25481522,0.28681576
1968,0tPQPaOKM32WgMSbPCYyRH,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guet,Energetic,0.042398293,0.49317893,0.43856093,0.025861789
1969,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Tra,Sad,0.2566997,0.13242541,0.20961295,0.4012619
1970,68HDo277O5NxSEnTSPRg0y,Wanita Yang Kau Pilih,Rossa,Sad,0.18207851,0.054136585,0.042567357,0.7212175
1971,1artwGqCjSKoPo1k8IK4ES,Dahulu,Various Ar,Happy,0.18209481,0.057803366,0.63156694,0.12853485
1972,5ysBBGHvIGTqgQb5xdL3Lf,Anymore,JEON SOMI,Happy,0.101632796,0.3712613,0.39154574,0.13556018
1973,3yEmHh3T377wlTwKIAI2Cg,8 Tahun,Adhitia So,Sad,0.33328903,0.0047223247,0.0089393705,0.65304923
1974,2ERO7JFeaRMIdlEn9JTryn,DDU-DU DDU-DU - Remix JP Ver.,BLACKPINK,Happy,0.02362825,0.41429275,0.5335275,0.028551562
1975,1dfsPqH09vnzUWEOsN98Ex,28 Reasons,SEULGI,Energetic,0.1413368,0.35553738,0.35383233,0.14929333
1976,1OBb2wZMXKNmtdyyejLIyL,Uh-Oh,(G)I-DLE,Happy,0.025883744,0.20110522,0.7568205,0.016190622
1977,4iJyTp1KwCeBKhf7h0SwsD,REALLY REALLY,WINNER,Happy,0.06564739,0.35674646,0.51823324,0.059372865
1978,68rEYM1ZXIv0ozbxTTh8N1,Mari Bercerita,Payung Ted,Sad,0.23670481,0.0070866933,0.01744326,0.7387653
1979,5Xn4IyTtW6FUGIUyWjbUHG,Goodbye (feat. Nicki Minaj & Willy William),Jason Deru,Energetic,0.029412448,0.5716138,0.36404982,0.034923892
1980,1SgUjGzbmmMOsGFTVwQ59L,seaside_demo,SEB,Happy,0.06233957,0.09782407,0.8020605,0.037775867
1981,3hfRucio8TtptNiHFmBCOq,COMING HOME (feat. NIKI),HONNE,Calm,0.35718966,0.10564942,0.33578032,0.20138054
1982,2yUk9wSchSs2wn6kp4KGVa,Aisyah Istri Rasulullah,Syakir Dau,Sad,0.29091415,0.004621238,0.027922979,0.6765417
1983,0wqqe8k13bJPxRt7FEmnwS,So What,BTS,Energetic,0.024326613,0.6196645,0.3218974,0.03411138
1984,5DeMazhia4KOq2rWJuCegG,Lebih Baik Darinya,Agatha Che,Sad,0.34289336,0.030866908,0.041916624,0.5843232
1985,1A9hDuiVji8mLY8wz0fvVg,My My My!,Various Ar,Happy,0.15336071,0.3148382,0.41973677,0.112064324
1986,1UytIUDfvnat7ATY6s99WW,Selalu Muda,Payung Ted,Sad,0.26520395,0.08525384,0.2510444,0.39849788
1987,7wfbHZcNtENuAcbog7c6kQ,Ooh La La La,EXO,Happy,0.10553206,0.23519625,0.48571476,0.17355688
1988,0FiybJyvM1EdXl302FzBNT,Takdir Itu Kamu,Trio Lesta,Sad,0.21933758,0.004882069,0.010269497,0.765511
1989,2ORrgw8M0ZbrFlm5cpaKCv,True Colors,Anna Kendr,Sad,0.13222201,0.01577973,0.014505756,0.83749247
1990,7om4LRoSct9hiMPo0fPn7m,Interlude : Shadow,BTS,Energetic,0.058301397,0.8535384,0.033088014,0.055072192
1991,6f8b6mxNNDJdE5tC4MCTxt,Never Enough (Reprise),Various Ar,Sad,0.3554677,0.0029229284,0.012115231,0.6294942
1992,0hqj5JBnFt1BHEz2UCFwrl,"How can I love the heartbreak, you're the one I love",AKMU,Sad,0.21602188,0.004134734,0.00853301,0.77131027
1993,3QWjljChcOMkRDYSzF33Qr,Whippin (feat. Felix Snow),Kiiara,Calm,0.41212362,0.045887478,0.3110665,0.23092231
1994,29VVYrV5TVpGu0IfoTXlcw,Renegades,ONE OK ROC,Energetic,0.020707449,0.71792203,0.2046702,0.056700226
1995,4IWJqwny7buwSfdFP6ybJ1,Permission to Dance (Instrumental),BTS,Calm,0.7280511,0.15453508,0.08308963,0.034324136
1996,3FR2yqZsG07NhXz7uPyUyC,You Were Beautiful,DAY6,Energetic,0.048001185,0.43526614,0.3381001,0.17863256
1997,55kuHkT2CWhWKF6CoRDnJq,Dumhdurum,Apink,Happy,0.021416493,0.3281556,0.625665,0.024762934
1998,6FtLXwyMr1t1C7xTUBL9uY,MOVE,PRODUCE X ,Happy,0.037543193,0.21640858,0.72690696,0.019141303
1999,14pjnaIqkpReO5D0tHofAS,Daisy,Ashnikko,Energetic,0.023550374,0.52575386,0.41663864,0.034057237
2000,2MdoXFLKNUnTdgWZisagEp,You Are My Everything (feat. Red),Glenn Fred,Happy,0.050910715,0.35545334,0.53571093,0.0579251
2001,7KokYm8cMIXCsGVmUvKtqf,Karma,Taylor Swi,Energetic,0.137909,0.5471574,0.098329216,0.21660438
2002,2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,Travis Sco,Energetic,0.100487724,0.5868267,0.13165553,0.18103006
2003,26hcyzSE154xMZCbFdtInA,Taped Up Heart (feat. Clara Mae),KREAM,Happy,0.030112172,0.4487149,0.48587158,0.03530137
2004,1YO4xJXhh9A1Feg9k8xuy2,Paradise,Coldplay,Happy,0.05162936,0.21526854,0.71270263,0.020399472
2005,1sYSP7gKa5kdKIfhANfori,Lights Down Low,MAX,Happy,0.10994249,0.19005404,0.6140001,0.08600341
2006,2yKBnKOmPXePrbHqRv42r4,Respect,BTS,Energetic,0.037487134,0.5097591,0.42209685,0.030656932
2007,1fZOLWE0Oy4mZ6lOx65mXt,say i'm sorry,Afgan,Energetic,0.12542865,0.46790165,0.18543091,0.22123875
2008,3OtMnyUaiipcAT23A8liyi,Swish Swish,Katy Perry,Happy,0.05779131,0.36285082,0.5322922,0.047065534
2009,5ug4vqGZ3eisGhY1IsziNX,Best Part of Me (feat. YEBBA),Ed Sheeran,Sad,0.31546366,0.0072359736,0.014106438,0.66319394
2010,5MylFvRH4547HGLIR1kI1a,Kucari Kamu (Live),Payung Ted,Sad,0.26867026,0.18952087,0.17050743,0.3713015
2011,7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,Halsey,Happy,0.035015162,0.331884,0.5897119,0.043388907
2012,3qoftcUZaUOncvIYjFSPdE,Bejeweled,Taylor Swi,Energetic,0.12622003,0.36037785,0.32246625,0.19093579
2013,0ErzcmZ2gIwX7X0xSMQPix,BOSS,NCT,Energetic,0.14359352,0.44690537,0.27353942,0.13596168
2014,3iq9nhbI8fcnNamxMft1uv,Real Friends,Camila Cab,Calm,0.6123064,0.008773938,0.10081999,0.27809957
2015,6mICuAdrwEjh6Y6lroV2Kg,Chantaje (feat. Maluma),Shakira,Happy,0.036733784,0.11231181,0.832938,0.018016368
2016,1XSvndyw6uqVW1ekRZsJUp,Who That Be,Rich Brian,Happy,0.30916166,0.04372713,0.5757645,0.07134668
2017,6claTdKnG2FOnikFadYeno,fake optics,Ardhito Pr,Sad,0.29072493,0.005686481,0.011998331,0.69159013
2018,2uuWT347cQG0fRkrgAZ5KQ,Butter - Hotter Remix,BTS,Happy,0.024208326,0.16796543,0.7878134,0.020012766
2019,6ksOaijLwaSWTVRtPgakt0,Telephone,EXO-SC,Happy,0.08884622,0.12648924,0.72844636,0.056218095
2020,4HxVweMysEnuYxy3gkFtKk,Really,BLACKPINK,Happy,0.009963316,0.1313394,0.84911674,0.009580494
2021,6IYoNF3OM00M8eJcjY9LuN,Menemukanmu,Seventeen,Sad,0.1264444,0.22681831,0.1993142,0.44742313
2022,5fo4LbJ8lOaB54wcM5wPMv,Come First,Terror Jr,Calm,0.5732277,0.108064234,0.125011,0.1936971
2023,1LhMopPAallLeaeNutqbgS,Say Something (feat. Chris Stapleton),Justin Tim,Energetic,0.13256718,0.45770553,0.28831357,0.1214136
2024,1ZPeaPDjQOOC8hw1mNjyjF,Pied Piper,BTS,Happy,0.04370557,0.12457796,0.7872047,0.044511817
2025,1mNprAwCQaw9xRQItl1J2q,MILLIONS,WINNER,Happy,0.035199434,0.13911355,0.8050702,0.020616755
2026,7qDbAc6xMW07T7yyMnQqS8,Fever,GFRIEND,Happy,0.06588131,0.42214406,0.42745578,0.08451885
2027,2X3UgVLSA4wYriGIQyYmMA,Answer : Love Myself,BTS,Energetic,0.056062244,0.45711026,0.3881464,0.09868098
2028,3Ek7BRwu6eO2kSeNMlZC1A,Hey Mama,Various Ar,Happy,0.12283809,0.37067485,0.4034842,0.103002764
2029,62frHUBwedpKShQotOaXdj,U GOT IT,PRODUCE X ,Happy,0.067173176,0.38415632,0.39964557,0.14902501
2030,4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,Childish G,Energetic,0.13226654,0.6024545,0.11316672,0.15211242
2031,57zCPgJ2xnD552JTmOaWdQ,Officially Missing You,Tamia,Sad,0.14610887,0.1381888,0.082336135,0.63336617
2032,0JP9xo3adEtGSdUEISiszL,Moonlight,Kali Uchis,Calm,0.36236307,0.053751897,0.31865633,0.26522872
2033,7fPyCCiXVwbzPQ1MtoUChl,Hide Away,Daya,Energetic,0.10224971,0.4922376,0.33317614,0.0723366
2034,0NpZenGEA81m99MX1Q677C,What Do You Mean?,Justin Bie,Happy,0.33570772,0.042488053,0.40098023,0.220824
2035,7sPoDigIbCWDS6AZmOhSRR,Rapapapa (feat. RZA),Rich Brian,Calm,0.29723373,0.2648942,0.2129436,0.2249284
2036,1rFMYAZxBoAKSzXI54brMu,You Don't Know Me,Jax Jones,Happy,0.12720336,0.23733586,0.57113165,0.06432901
2037,4t64kdd20v2LSt9FDkpTBI,Terpesona (feat. gamaliél),Isyana Sar,Happy,0.20038676,0.06531776,0.5968947,0.13740084
2038,7xapw9Oy21WpfEcib2ErSA,Mistletoe,Justin Bie,Happy,0.1736167,0.053601954,0.55595154,0.21682979
2039,1kaUPOQYvT9A6qgTJl3sql,Selesai,Glenn Fred,Sad,0.1331362,0.011280299,0.009119532,0.846464
2040,27yKZtF7WLdmlLoW8qMssq,Outro: Tear,BTS,Energetic,0.097050264,0.60596466,0.21131049,0.0856746
2041,66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),Jack Ü,Energetic,0.027697917,0.74115735,0.13412902,0.09701574
2042,04AYgtKFrpldRXe5y0LNGQ,Ritual (feat. Wrabel),Marshmello,Energetic,0.015415699,0.8098248,0.1468461,0.027913349
2043,16JHRj009acpSqWKIzHVMi,Golden Youth,Leroy Styl,Energetic,0.03014801,0.7189446,0.22116818,0.029739153
2044,5fFVy5lNikE6Gls8qKLS5L,Be With You,Akon,Happy,0.05214973,0.2222955,0.69603133,0.029523553
2045,4OArubu3c4vHSVJgdNTyag,sebuah tarian yang tak kunjung selesai,Nadin Amiz,Sad,0.25528404,0.0028778063,0.00602715,0.73581094
2046,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Clean Band,Happy,0.14965425,0.23450878,0.46794492,0.14789198
2047,6WcbFeof93HJazWMw924cT,Cerita Tentang Gunung Dan Laut (Live),Payung Ted,Energetic,0.12762265,0.4540496,0.1608781,0.25744963
2048,0rgEL2cD2T5MDzSDJTQNlw,Jatuh Hati,Raisa,Sad,0.22100231,0.007628505,0.011385409,0.7599838
2049,0w97yCPUzBdTAE2YziejAi,Keep Being You,Isyana Sar,Calm,0.36900648,0.16902834,0.24436055,0.21760464
2050,0UdZzUSOLhqIFCU7wHWkgp,Hadal Ahbek,Issam Alna,Calm,0.29679227,0.22072244,0.25947732,0.22300792
2051,2qxaR31Te4xDR2yO6LqM8z,Rock Bottom,Hailee Ste,Happy,0.072454095,0.16196278,0.64154845,0.12403467
2052,3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),Kris Kross,Happy,0.081177905,0.39027277,0.44503096,0.083518334
2053,3aYNukxQiUfVOayL7KowCK,Datang Untuk Pergi,Mahen,Sad,0.2002315,0.013138401,0.017857067,0.76877296
2054,6Xx561yBK0t0zdsYuk6oPX,Hold on Tight,R3HAB,Happy,0.16075176,0.13798809,0.4132554,0.28800485
2055,6GFfDRG1Sff3IZaD0TYro4,Empty Space,James Arth,Sad,0.13235961,0.274536,0.19141364,0.4016907
2056,6A8dnC0xkiuWN4BshmTB2I,Oceans Away,A R I Z O ,Energetic,0.21041846,0.48081857,0.14876126,0.16000171
2057,0Gee5mDV8DiP4YNSQT2gOK,Sooner Or Later,Aaron Cart,Energetic,0.085427634,0.44661817,0.3703622,0.09759213
2058,2xtP8RNbo2BEMzLX7tK7aq,CRY FOR ME,TWICE,Energetic,0.06615621,0.50480723,0.32337135,0.105665185
